t_ms,frame,dt_ms,fps_smooth,boat_x,boat_y,cam_x,cam_y,culling_enabled,radius_tiles,chunks_visible,chunks_loaded_total,chunks_load_started,chunks_load_finished,chunks_unload_started,chunks_unload_finished,load_queue_len,note
45266,2703,16.9258,60.0006,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
45482,2716,17.069,60.0006,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
45683,2728,16.689,60.039,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
45899,2741,16.4202,60.039,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
46115,2754,16.5495,60.039,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
46332,2767,17.0429,60.039,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
46532,2779,16.9381,60.039,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
46748,2792,16.0179,60.0655,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
46949,2804,16.4895,60.0655,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
47165,2817,16.8497,60.0655,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
47382,2830,16.6642,60.0655,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
47598,2843,16.8974,60.0655,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
47815,2856,17.5025,59.9862,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
48032,2869,17.1544,59.9862,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
48248,2882,16.5589,59.9862,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
48448,2894,16.7684,59.9862,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
48664,2907,16.6074,59.9862,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
48881,2920,16.9381,60.0498,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
49097,2933,16.4635,60.0498,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
49297,2945,16.461,60.0498,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
49498,2957,16.9341,60.0498,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
49733,2966,100,55.0416,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
49947,2983,16.374,55.0416,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
50147,2995,16.5298,55.0416,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
50364,3008,16.7031,55.0416,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
50564,3020,17.1011,55.0416,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
50764,3032,17.0084,64.1263,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
50980,3045,16.7318,64.1263,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
51180,3057,16.5979,64.1263,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
51396,3070,16.5007,64.1263,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
51597,3082,17.7259,64.1263,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
51813,3094,32.9596,60.0086,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
52029,3108,16.7651,60.0086,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
52237,3120,24.7322,60.0086,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
52445,3133,16.8285,60.0086,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
52647,3145,17.0368,60.0086,79.7767,-259.203,79.7767,-259.203,1,25,18,24,0,0,0,0,0,
